"X231_hop_R_01.c3d.11","X238_hop_R_01.c3d.11","X250_hop_R_01.c3d.11","X253_hop_R_01.c3d.11","X263_Hop_L_01.c3d.11","X278_hop_R_01.c3d.11","X281_hop_R_01.c3d.11","X283_Hop_L_01.c3d.11","X285_Hop_R_01.c3d.11","X286_hop_L_01.c3d.11","X300_hop_R_01.c3d.11","X302_hop_L_01.c3d.11","X305_hop_R_01.c3d.11","X306_hop_L_01.c3d.11","X309_hop_L_01.c3d.11","X310_hop_R_01.c3d.11","X312_hop_R_01.c3d.11","X318_hop_R_01.c3d.11","X321_hop_R_01.c3d.11","X326_hop_L_01.c3d.11","X328_hop_R_01.c3d.11","X337_hop_R_01.c3d.11","X340_hop_L_01.c3d.11","X341_hop_R_01.c3d.11","X342_hop_L_01.c3d.11","X343_Hop_L_01.c3d.11","X346_Hop_R_01.c3d.11","X354_hop_R_01.c3d.11","X361_hop_R_01.c3d.11","X368_hop_R_01.c3d.11","X399_hop_R_01.c3d.11","X402_hop_R_01.c3d.11","X004_hop_L_01.c3d.11","X008_hop_R_01.c3d.11","X009_Hop_L_01.c3d.11","X012_hop_L_01.c3d.11","X015_Hop_R_01.c3d.11","X016_Hop_R_01.c3d.11","X017_hop_L_01.c3d.11","X018_hop_R_01.c3d.11","X019_hop_L_01.c3d.11","X021_Hop_L_01.c3d.11","X027_hop_R_01.c3d.11","X028_Hop_L_01.c3d.11","X033_hop_R_01.c3d.11","X035_Hop_R_01.c3d.11","X036_Hop_L_01.c3d.11","X037_hop_R_01.c3d.11","X049_hop_R_01.c3d.11","X052_Hop_R_01.c3d.11","X053_hop_L_01.c3d.11","X068_hop_R_01.c3d.11","X070_hop_R_01.c3d.11","X073_hop_R_01.c3d.11","X075_hop_L_01.c3d.11","X080_hop_L_01.c3d.11","X086_Hop_R_01.c3d.11","X092_hop_R_01.c3d.11","X100_hop_R_01.c3d.11","X103_hop_R_01.c3d.11","X111_hop_L_01.c3d.11","X118_hop_R_01.c3d.11","X119_hop_R_01.c3d.11","X128_hop_R_01.c3d.11","X130_Hop_L_01.c3d.11","X149_hop_R_01.c3d.11","X155_hop_R_01.c3d.11","X329_hop_L_01.c3d.11","X2001_hop_L_01.c3d.11","X2002_hop_L_01.c3d.11","X2004_hop_L_01.c3d.11","X2005_hop_L_01.c3d.11","X2006_hop_L_01.c3d.11","X2007_hop_L_01.c3d.11","X2008_hop_L_01.c3d.11","X2009_hop_L_01.c3d.11","X2010_hop_L_01.c3d.11","X2011_hop_L_01.c3d.11","X2012_hop_L_01.c3d.11","X2013_hop_L_01.c3d.11","X2014_hop_L_01.c3d.11","X2015_hop_L_01.c3d.11","X2016_hop_L_01.c3d.11","X2017_hop_L_01.c3d.11","X2018_hop_L_01.c3d.11","X2019_hop_L_01.c3d.11","X2020_hop_L_01.c3d.11","X2021_hop_L_01.c3d.11","X2022_hop_L_01.c3d.11","X2023_hop_L_01.c3d.11","X2024_hop_L_01.c3d.11","X2025_hop_L_01.c3d.11","X2026_hop_L_01.c3d.11","X2027_hop_R_01.c3d.11","X2028_hop_L_01.c3d.11","X2029_hop_L_01.c3d.11","X2030_hop_L_01.c3d.11","X2031_hop_L_01.c3d.11","X2032_hop_L_01.c3d.11","X2034_hop_L_01.c3d.11"
18.041248,43.532963,24.850796,20.863071,31.093872,26.671368,35.750175,38.187695,27.145718,43.775455,31.162506,42.991646,23.923307,20.000109,32.942368,15.323054,17.286077,21.389055,13.00326,26.250116,17.030783,6.301472,25.463432,6.173442,27.618477,38.476982,22.350939,18.614637,13.42319,14.140421,6.97673,41.331932,16.241644,24.01034,26.646164,26.535147,17.442703,43.792187,12.931813,11.009846,27.002455,36.353119,36.227108,9.722694,9.288218,12.628571,17.138645,17.973431,22.934191,25.029127,16.354076,32.883533,29.820747,38.447208,29.587372,14.157557,24.601629,7.138981,29.653828,15.719838,16.888096,18.33309,13.639284,27.193289,8.400553,30.770002,18.012739,8.678926,32.53577,29.823793,19.406126,15.454044,23.920513,17.645311,22.041124,28.501028,31.984421,47.381069,23.540098,16.417454,42.753689,19.94932,30.110588,28.837399,30.801413,13.254441,37.154221,23.4531,61.376705,36.92572,31.389738,39.508305,44.726414,54.596107,27.60125,22.364126,17.217901,8.926351,16.300533,23.919514
18.057245,44.23003,24.941906,20.886911,31.67218,26.801199,35.799824,38.642502,27.177687,43.735157,31.261745,43.3899,23.966568,20.268507,32.557785,16.043922,17.556187,21.44459,13.110791,26.662832,17.024124,6.301309,25.788214,6.165161,27.91765,38.326405,22.439566,18.652361,13.738584,14.211723,6.93219,41.321812,16.522982,24.016308,27.191795,26.671494,17.451715,44.81321,13.010875,11.265075,27.024961,36.323193,35.842506,9.71643,9.283931,12.61715,17.76874,17.955839,23.284622,25.307613,16.560192,33.040306,29.975895,38.450768,29.452591,13.988235,24.127241,7.148026,29.847038,15.854456,16.744444,18.343441,13.667216,27.303156,8.569958,30.713573,17.9524,8.615391,32.806824,30.127138,19.441118,15.433492,24.279049,17.751999,22.9844,28.513208,32.869839,47.513611,23.719437,16.206364,42.897293,20.277967,30.675659,29.863899,31.231609,13.374859,37.774181,23.410332,61.254166,37.74334,31.860229,40.137787,44.72847,55.258625,27.730881,22.67061,17.313517,8.944925,16.310175,24.924667
18.08407,44.886703,25.007662,20.919935,32.234337,26.954794,35.843445,39.090393,27.209328,43.696892,31.368856,43.843655,23.997877,20.558361,32.153934,16.822254,17.827087,21.494841,13.246365,27.134068,16.999023,6.290596,26.094994,6.15489,28.218695,38.17207,22.55443,18.672712,14.096097,14.287082,6.919722,41.307106,16.802431,24.014025,27.737909,26.812954,17.459497,45.828342,13.114839,11.579645,27.062737,36.271591,35.443497,9.703186,9.267595,12.6,18.445585,17.934801,23.645182,25.59856,16.752518,33.233208,30.126793,38.406013,29.354755,13.796885,23.655502,7.168498,30.045561,15.986572,16.626602,18.344427,13.69633,27.428852,8.743116,30.608994,17.912138,8.564291,33.083714,30.483906,19.490276,15.412177,24.661348,17.861362,23.942774,28.515079,33.75909,47.639374,23.894434,15.99796,43.031521,20.656393,31.246586,30.939201,31.669352,13.477908,38.36977,23.37146,61.125694,38.572277,32.32909,40.762962,44.724388,55.947727,27.879576,22.988018,17.41577,8.976561,16.339745,25.970022
18.120316,45.496258,25.050449,20.958776,32.788162,27.134514,35.892441,39.528385,27.24424,43.671318,31.487427,44.345772,24.020859,20.865593,31.742287,17.653477,18.096352,21.541376,13.398801,27.666994,16.966856,6.272671,26.389427,6.141081,28.520784,38.014812,22.70092,18.674158,14.494365,14.374002,6.939099,41.291584,17.071255,24.008118,28.285566,26.956758,17.465794,46.838745,13.246964,11.967957,27.11772,36.208088,35.035229,9.682141,9.238174,12.578382,19.169027,17.916618,24.007772,25.9016,16.927004,33.468456,30.275206,38.301853,29.316151,13.608925,23.18811,7.196965,30.249191,16.113239,16.567715,18.333265,13.72637,27.572536,8.919642,30.450937,17.896284,8.538228,33.365715,30.886597,19.53216,15.391399,25.072666,17.980488,24.917994,28.526852,34.656422,47.735382,24.061914,15.799271,43.15929,21.091009,31.821577,32.051361,32.111408,13.566913,38.950203,23.336132,60.983307,39.403061,32.795368,41.384033,44.70747,56.662247,28.052929,23.316792,17.520508,9.016178,16.389574,27.051487
18.164005,46.05022,25.074736,20.998711,33.34111,27.343847,35.940128,39.952099,27.274357,43.666721,31.619699,44.888332,24.040234,21.189661,31.3375,18.529413,18.363434,21.585739,13.553595,28.236704,16.939976,6.253068,26.67532,6.126569,28.822979,37.855255,22.882517,18.656166,14.933194,14.479771,6.985059,41.279934,17.322077,24.001781,28.836308,27.10026,17.470316,47.845196,13.389742,12.440748,27.192617,36.142162,34.623756,9.65449,9.19463,12.554729,19.937626,17.907719,24.36623,26.215631,17.080175,33.754028,30.424622,38.13023,29.344595,13.440779,22.72953,7.229255,30.457815,16.232124,16.580452,18.309895,13.757191,27.736406,9.099273,30.246058,17.906105,8.540471,33.650681,31.318464,19.581274,15.37326,25.516277,18.119326,25.909849,28.551367,35.564846,47.778736,24.219355,15.615376,43.284195,21.584253,32.401234,33.180649,32.552338,13.645406,39.536148,23.304632,60.827477,40.223728,33.258717,42.001598,44.675365,57.39941,28.256062,23.65799,17.623478,9.056705,16.456724,28.163633
18.213327,46.53788,25.086866,21.035412,33.898117,27.587017,35.970657,40.356709,27.291658,43.689503,31.765034,45.469116,24.061365,21.533888,30.956356,19.437563,18.629953,21.629066,13.696613,28.80409,16.926138,6.238063,26.951012,6.119147,29.12425,37.693924,23.100496,18.61972,15.413761,14.610925,7.04495,41.276604,17.549301,23.996719,29.391512,27.240131,17.472733,48.846832,13.508471,13.001193,27.290041,36.080063,34.214169,9.623818,9.136804,12.532528,20.748581,17.912741,24.716671,26.538733,17.209625,34.097984,30.579285,37.891926,29.42589,13.303152,22.287687,7.261301,30.671417,16.341776,16.656006,18.277031,13.788912,27.922251,9.281442,30.011099,17.940613,8.56743,33.935585,31.762674,19.658854,15.359824,25.993727,18.288147,26.915627,28.577785,36.48624,47.759518,24.36491,15.449309,43.409744,22.134623,32.985767,34.30328,32.985947,13.716856,40.151199,23.278198,60.66713,41.022774,33.719288,42.616226,44.628635,58.154934,28.492878,24.013142,17.720573,9.089976,16.535828,29.299959
18.266733,46.95137,25.093946,21.066799,34.460754,27.868155,35.979038,40.738117,27.299763,43.744389,31.919386,46.090919,24.089266,21.902634,30.613659,20.362255,18.898634,21.672163,13.82238,29.334406,16.925985,6.232572,27.211756,6.127339,29.423544,37.531853,23.351284,18.567669,15.938276,14.773013,7.101636,41.28474,17.749367,23.993492,29.951813,27.372692,17.472721,49.840435,13.570328,13.644617,27.411774,36.024395,33.809093,9.595986,9.065897,12.515706,21.598179,17.934361,25.057686,26.868271,17.314312,34.506115,30.743145,37.595039,29.531332,13.204271,21.874523,7.289959,30.890095,16.442133,16.771515,18.240454,13.821911,28.131203,9.464944,29.767361,17.997721,8.613179,34.217308,32.210484,19.77779,15.35228,26.50522,18.494757,27.930258,28.598808,37.421829,47.682743,24.497458,15.302602,43.538803,22.737841,33.573093,35.396088,33.406757,13.784654,40.81472,23.259018,60.51506,41.792427,34.177231,43.227928,44.56855,58.923485,28.765324,24.384031,17.808748,9.10902,16.6203,30.453249
18.322607,47.289444,25.101654,21.094208,35.027634,28.190096,35.974293,41.093849,27.309715,43.834064,32.076233,46.757626,24.127638,22.297749,30.321041,21.287842,19.171999,21.71557,13.943001,29.809038,16.934546,6.238671,27.455109,6.155167,29.71982,37.371571,23.626684,18.504377,16.509373,14.9706,7.140116,41.305695,17.920822,23.992146,30.516874,27.494799,17.470072,50.820015,13.557449,14.36086,27.558277,35.976139,33.408379,9.578248,8.984486,12.507834,22.482618,17.973858,25.390863,27.20121,17.394491,34.980553,30.919161,37.25124,29.632666,13.151076,21.505835,7.313457,31.114019,16.535006,16.900892,18.209749,13.856651,28.363766,9.647809,29.534056,18.075756,8.673254,34.493454,32.660805,19.940563,15.351034,27.049736,18.742119,28.947218,28.622757,38.372845,47.561333,24.616684,15.176358,43.673294,23.388443,34.160728,36.441803,33.810955,13.852153,41.536362,23.249813,60.386246,42.530247,34.63242,43.836048,44.496815,59.699455,29.072868,24.772612,17.887104,9.110471,16.70381,31.616114
18.37937,47.553665,25.111921,21.122692,35.595547,28.553112,35.963348,41.423325,27.327847,43.959057,32.228508,47.468575,24.178661,22.716896,30.089005,22.202423,19.451525,21.759306,14.084784,30.226204,16.945379,6.255122,27.683071,6.199966,30.012125,37.217724,23.917368,18.434675,17.129469,15.207298,7.152919,41.339195,18.064268,23.993036,31.085476,27.604578,17.464842,51.776775,13.466082,15.136255,27.728325,35.936348,33.009949,9.577784,8.896221,12.511454,23.398649,18.030489,25.721296,27.534512,17.451281,35.520042,31.109123,36.873478,29.713022,13.149507,21.199661,7.331335,31.343405,16.624178,17.023449,18.199392,13.893503,28.620062,9.827469,29.32338,18.176207,8.746914,34.762863,33.114731,20.141748,15.35639,27.625032,19.026817,29.960052,28.668695,39.340919,47.407955,24.72316,15.073115,43.814125,24.080952,34.747791,37.43504,34.196716,13.922608,42.309811,23.253021,60.29454,43.238602,35.084938,44.439812,44.417561,60.477665,29.412434,25.181181,17.95747,9.095426,16.781769,32.781708
18.436073,47.743572,25.122284,21.160559,36.160904,28.954182,35.94511,41.727325,27.349146,44.117889,32.370472,48.211391,24.243475,23.154812,29.926359,23.09968,19.737391,21.802504,14.272259,30.594206,16.954952,6.277781,27.900654,6.254152,30.299658,37.076759,24.215359,18.362535,17.800272,15.48566,7.143129,41.383942,18.182007,23.997604,31.65587,27.701794,17.457558,52.699833,13.303955,15.954242,27.91861,35.906254,32.611141,9.600436,8.805387,12.527736,24.343697,18.099468,26.05723,27.86557,17.48596,36.121319,31.31386,36.473999,29.770279,13.201721,20.973143,7.344342,31.578451,16.715054,17.125265,18.227085,13.932673,28.900154,10.001271,29.138416,18.303379,8.836552,35.02565,33.570061,20.371325,15.368883,28.22805,19.340296,30.963917,28.751665,40.327957,47.230503,24.818388,14.999637,43.961235,24.810328,35.33448,38.387241,34.563908,13.998912,43.113621,23.269814,60.243732,43.923317,35.535965,45.039253,44.338329,61.253662,29.779003,25.612585,18.024254,9.068274,16.852461,33.944363
18.492756,47.856453,25.127274,21.218258,36.721127,29.387199,35.920326,42.00692,27.359545,44.307117,32.498615,48.960728,24.322733,23.607105,29.837776,23.978165,20.028778,21.843512,14.517749,30.924479,16.964624,6.301252,28.1134,6.309488,30.581829,36.955547,24.515503,18.290304,18.522436,15.807031,7.12279,41.438118,18.277227,24.008787,32.226437,27.78808,17.449385,53.577827,13.091298,16.795185,28.123558,35.886616,32.209927,9.650151,8.716459,12.556514,25.315725,18.17165,26.408213,28.192549,17.499315,36.780437,31.533627,36.061958,29.816015,13.300916,20.838791,7.354488,31.819286,16.813833,17.197226,18.308622,13.974237,29.204226,10.167178,28.973692,18.459354,8.943325,35.282734,34.019115,20.617249,15.38909,28.856237,19.672731,31.956446,28.876425,41.335228,47.031948,24.904764,14.969737,44.113773,25.572006,35.92094,39.325077,34.913296,14.083171,43.924229,23.299343,60.21949,44.592312,35.988243,45.635693,44.267696,62.023701,30.166914,26.070202,18.093838,9.03451,16.917276,35.099812
18.550179,47.887554,25.121004,21.307009,37.275536,29.844036,35.89579,42.262234,27.346378,44.520836,32.611679,49.692524,24.416718,24.07341,29.823193,24.839741,20.324507,21.880484,14.821076,31.227392,16.97974,6.320844,28.322592,6.361043,30.858322,36.859573,24.816891,18.218874,19.295271,16.171473,7.105945,41.499664,18.352821,24.030703,32.796589,27.86702,17.442158,54.400928,12.859248,17.638422,28.335722,35.877304,31.805553,9.728805,8.633708,12.596572,26.313267,18.236565,26.78232,28.514393,17.491413,37.49332,31.768566,35.640976,29.870913,13.431872,20.801329,7.364503,32.065929,16.926476,17.236439,18.45355,14.018201,29.53249,10.324267,28.816021,18.639795,9.06199,35.535168,34.451046,20.866701,15.417365,29.509626,20.016979,32.937702,29.039993,42.362141,46.812519,24.985422,15.0049,44.27047,26.361792,36.508049,40.277744,35.245655,14.176368,44.730881,23.338608,60.194183,45.254356,36.445518,46.23106,44.211773,62.784939,30.571524,26.557423,18.173849,8.999525,16.979904,36.245155
18.609291,47.829414,25.099215,21.43714,37.825111,30.316069,35.879875,42.491871,27.306238,44.749985,32.710182,50.403515,24.524872,24.558729,29.877195,25.688744,20.623802,21.912035,15.170125,31.510088,17.006929,6.333246,28.519844,6.408704,31.129131,36.791744,25.12175,18.148603,20.116268,16.577702,7.102271,41.566498,18.410557,24.067524,33.367447,27.943613,17.438221,55.162514,12.638597,18.470572,28.546766,35.877247,31.398596,9.83604,8.560932,12.646051,27.335196,18.285686,27.183645,28.830383,17.461884,38.255722,32.018948,35.208611,29.954117,13.579508,20.855822,7.377076,32.318256,17.057545,17.246017,18.66461,14.064484,29.884899,10.472784,28.645535,18.83297,9.182172,35.78373,34.856739,21.106594,15.453848,30.191837,20.369608,33.909512,29.234472,43.405228,46.571815,25.063887,15.131135,44.430084,27.175692,37.099033,41.263256,35.561382,14.278331,45.543346,23.383039,60.146011,45.9179,36.911427,46.82605,44.172863,63.536133,30.990681,27.076828,18.272455,8.968823,17.044779,37.378551
18.670876,47.675259,25.060232,21.61602,38.371204,30.795498,35.88081,42.692989,27.240446,44.982132,32.795853,51.110062,24.645245,25.072527,29.989138,26.531416,20.926935,21.937683,15.540724,31.776794,17.050917,6.335985,28.689161,6.456232,31.394573,36.752541,25.43148,18.080416,20.980341,17.023033,7.11593,41.636875,18.451286,24.122145,33.941685,28.022858,17.440062,55.859871,12.44801,19.294981,28.748634,35.883881,30.990427,9.969099,8.501321,12.70292,28.379688,18.313747,27.610813,29.139544,17.41045,39.063072,32.285019,34.760551,30.07338,13.736362,20.98768,7.394224,32.576015,17.209246,17.232521,18.939339,14.112864,30.26078,10.613793,28.442732,19.022385,9.297937,36.0289,35.233292,21.32435,15.498613,30.908613,20.729574,34.874668,29.450251,44.457924,46.309448,25.14362,15.37326,44.591644,28.009823,37.69854,42.282967,35.860622,14.388128,46.388947,23.427645,60.074081,46.590122,37.388512,47.417885,44.149651,64.278717,31.425455,27.629639,18.397612,8.948272,17.115446,38.498814
18.735453,47.425823,25.005322,21.845675,38.914379,31.275858,35.907349,42.862022,27.150242,45.202122,32.871136,51.82682,24.774416,25.622089,30.147125,27.374697,21.235558,21.957972,15.902851,32.032589,17.112309,6.327045,28.814934,6.508979,31.655279,36.741299,25.7437,18.016356,21.879108,17.503502,7.146062,41.70977,18.475939,24.19544,34.522282,28.107944,17.44981,56.493771,12.293077,20.128443,28.934399,35.892082,30.582428,10.123069,8.457406,12.765309,29.443216,18.319302,28.056789,29.440374,17.337221,39.910686,32.566525,34.297756,30.224903,13.902001,21.175144,7.416265,32.838806,17.380976,17.20372,19.270706,14.162944,30.658541,10.748703,28.199028,19.192902,9.412895,36.270958,35.584461,21.509342,15.551743,31.665169,21.09815,35.8363,29.679794,45.511265,46.024765,25.227417,15.749253,44.754337,28.860352,38.309425,43.319103,36.143745,14.504729,47.293011,23.46825,59.997265,47.276573,37.877556,47.998894,44.137745,65.017624,31.879831,28.215677,18.555912,8.943202,17.193457,39.604843
18.803293,47.092567,24.938498,22.121059,39.454735,31.752012,35.969276,42.995621,27.04051,45.394138,32.938873,52.553776,24.908257,26.202242,30.341818,28.224695,21.552662,21.974371,16.230892,32.287579,17.188047,6.305456,28.886028,6.570979,31.912148,36.757446,26.053514,17.959175,22.800795,18.014227,7.186426,41.785149,18.486485,24.286131,35.110683,28.199213,17.468765,57.06723,12.170938,20.985668,29.098627,35.894348,30.175367,10.292069,8.430933,12.83149,30.521046,18.306108,28.510426,29.73106,17.242571,40.794319,32.862076,33.831596,30.400248,14.078224,21.393702,7.440923,33.106129,17.56945,17.165901,19.647322,14.214161,31.075632,10.878892,27.921051,19.334961,9.533748,36.51004,35.916264,21.654362,15.613217,32.464443,21.479706,36.79734,29.917446,46.555233,45.716896,25.316795,16.266327,44.917202,29.723602,38.929718,44.335346,36.411602,14.627461,48.254459,23.502495,59.938644,47.981525,38.377197,48.557228,44.130142,65.761078,32.359463,28.833628,18.751036,8.956469,17.277922,40.695259
18.874439,46.692307,24.865957,22.430441,39.993114,32.220238,36.077171,43.091568,26.921175,45.545662,33.001987,53.280685,25.043253,26.791586,30.565908,29.085714,21.882294,21.98893,16.507322,32.556988,17.274706,6.2722,28.896185,6.643108,32.166302,36.801121,26.357977,17.911407,23.731258,18.549944,7.22625,41.863972,18.486347,24.391029,35.705479,28.294716,17.497089,57.58395,12.075843,21.86808,29.237318,35.883831,29.769276,10.471174,8.422603,12.899417,31.609163,18.284153,28.959534,30.009928,17.126802,41.71056,33.168644,33.383659,30.591602,14.265956,21.620739,7.464008,33.377399,17.769377,17.123318,20.054375,14.265846,31.508751,11.005503,27.628052,19.444265,9.66241,36.74601,36.234207,21.756168,15.682689,33.306557,21.880777,37.759983,30.154394,47.580544,45.385578,25.411505,16.9193,45.078918,30.596451,39.551685,45.288857,36.665417,14.755985,49.247131,23.530287,59.901642,48.708813,38.883923,49.080097,44.118591,66.518692,32.8699,29.481291,18.982368,8.987326,17.3657,41.768475
18.94874,46.236244,24.79599,22.758209,40.531876,32.678577,36.238873,43.14941,26.801851,45.652267,33.063053,53.996986,25.177685,27.363985,30.811985,29.959976,22.229218,22.003683,16.720446,32.854694,17.370693,6.230057,28.844889,6.723295,32.41901,36.873112,26.658833,17.875042,24.656115,19.105522,7.254838,41.947746,18.480131,24.505547,36.302513,28.391953,17.533747,58.047005,12.004487,22.768915,29.347733,35.858192,29.364008,10.658019,8.431781,12.966299,32.705814,18.268265,29.39385,30.275953,16.989885,42.656647,33.481194,32.980129,30.791784,14.465084,21.838943,7.481716,33.651966,17.974445,17.077822,20.475849,14.317222,31.954147,11.129401,27.343878,19.520601,9.795707,36.978279,36.545097,21.814854,15.759356,34.18874,22.307056,38.725185,30.377857,48.580215,45.031277,25.509506,17.691404,45.237972,31.476746,40.16478,46.148258,36.906551,14.890033,50.240852,23.553759,59.862103,49.462196,39.392979,49.557373,44.097031,67.298454,33.414902,30.156029,19.24481,9.031439,17.452177,42.822842
19.02589,45.723618,24.739447,23.088066,41.074791,33.12735,36.452919,43.17086,26.687368,45.719837,33.123871,54.697025,25.31214,27.905823,31.072416,30.847773,22.598255,22.020149,16.863148,33.181034,17.474953,6.181879,28.73842,6.807654,32.671654,36.97435,26.960873,17.851995,25.563503,19.676397,7.268243,42.037743,18.472639,24.624449,36.896473,28.489552,17.576647,58.458248,11.958871,23.686457,29.42845,35.820786,28.960234,10.853169,8.456406,13.028749,33.811489,18.273321,29.806122,30.529085,16.831566,43.629978,33.792667,32.645222,30.992096,14.674545,22.038393,7.492987,33.929153,18.17844,17.027582,20.899731,14.367364,32.407883,11.251253,27.086784,19.567928,9.931451,37.205853,36.857365,21.832779,15.842237,35.105206,22.760315,39.692383,30.57778,49.550163,44.654057,25.607691,18.557272,45.392887,32.363403,40.761265,46.903229,37.136417,15.029284,51.215984,23.576733,59.787865,50.24445,39.900078,49.982864,44.064259,68.104073,33.995358,30.855639,19.530376,9.081553,17.532402,43.856834
19.105461,45.147923,24.708729,23.404518,41.626526,33.569672,36.704933,43.159931,26.579206,45.761986,33.185261,55.378994,25.449402,28.419626,31.342701,31.747843,22.993326,22.039219,16.935087,33.514023,17.586258,6.129053,28.588381,6.891725,32.92564,37.105106,27.267807,17.844614,26.446508,20.258928,7.271943,42.134266,18.467676,24.742643,37.483303,28.588055,17.62294,58.818371,11.946465,24.621998,29.479851,35.778351,28.560381,11.059126,8.493191,13.083577,34.928059,18.308546,30.191219,30.770075,16.651844,44.628014,34.094433,32.396973,31.182323,14.891552,22.217436,7.500124,34.20826,18.376228,16.967365,21.323774,14.415227,32.865971,11.371616,26.865362,19.595175,10.073146,37.427525,37.177391,21.814148,15.930822,36.047054,23.238071,40.659866,30.751774,50.488766,44.253288,25.703091,19.487225,45.542297,33.256081,41.340054,47.565132,37.35656,15.173577,52.166435,23.603741,59.657345,51.055378,40.402927,50.35323,44.0224,68.934479,34.609238,31.579327,19.830843,9.129088,17.602243,44.869213
19.186943,44.506596,24.71331,23.693426,42.192196,34.011662,36.970165,43.122765,26.48078,45.794113,33.247379,56.040653,25.593931,28.916052,31.627525,32.657925,23.416618,22.061367,16.944693,33.81356,17.70484,6.072351,28.408112,6.971586,33.182384,37.264183,27.579611,17.856039,27.304293,20.850657,7.277406,42.236549,18.467264,24.855799,38.062355,28.689774,17.669458,59.127537,11.975924,25.56669,29.504908,35.737621,28.169113,11.278282,8.538025,13.1286,36.058197,18.375757,30.54509,30.999846,16.451664,45.648884,34.377335,32.244026,31.353502,15.11146,22.381809,7.507522,34.488594,18.56427,16.893106,21.756966,14.459728,33.324566,11.490989,26.680206,19.616217,10.22834,37.64209,37.505699,21.765354,16.025618,37.00341,23.736448,41.625702,30.904324,51.396008,43.828617,25.793861,20.451651,45.684952,34.154881,41.906029,48.162731,37.56879,15.323235,53.095715,23.638714,59.463837,51.890354,40.901752,50.666534,43.97419,69.785172,35.25248,32.32798,20.139969,9.166187,17.659292,45.859325
19.269863,43.80167,24.754356,23.943058,42.777088,34.461857,37.221783,43.067219,26.4009,45.828152,33.310356,56.677475,25.75091,29.407206,31.944065,33.575302,23.867956,22.086891,16.908211,34.038788,17.829269,6.014184,28.209808,7.044051,33.443256,37.448513,27.892851,17.890314,28.141899,21.450569,7.295743,42.343254,18.47175,24.960735,38.637177,28.798319,17.713242,59.386314,12.050208,26.502958,29.509819,35.702431,27.793356,11.510816,8.586388,13.162975,37.204769,18.472937,30.864784,31.21876,16.233442,46.692257,34.633358,32.184544,31.499836,15.327929,22.541397,7.519683,34.769474,18.740374,16.808977,22.21841,14.499831,33.78038,11.609764,26.524986,19.646406,10.402492,37.848385,37.835754,21.695158,16.128082,37.964302,24.254036,42.588688,31.044374,52.272949,43.380352,25.879473,21.424744,45.819946,35.060638,42.466171,48.729298,37.775311,15.479273,54.010998,23.683771,59.214493,52.740845,41.398853,50.921764,43.922485,70.649055,35.920486,33.103313,20.454388,9.187157,17.703388,46.827339
19.353949,43.03714,24.821976,24.145592,43.386185,34.929199,37.449955,43.002262,26.34981,45.870441,33.374855,57.285877,25.925049,29.903599,32.320065,34.4972,24.344675,22.116018,16.84605,34.168678,17.951704,5.959818,28.003195,7.10588,33.709534,37.653622,28.203344,17.952242,28.968857,22.059175,7.331842,42.453144,18.480797,25.055496,39.215027,28.918558,17.752001,59.596214,12.163807,27.41688,29.504229,35.672131,27.441971,11.754069,8.633775,13.187049,38.369541,18.598639,31.149195,31.426292,16.000835,47.759739,34.857849,32.209129,31.62068,15.533219,22.705669,7.539279,35.050236,18.902939,16.730177,22.735167,14.534575,34.231407,11.728194,26.3874,19.69529,10.59641,38.045387,38.15712,21.613913,16.240145,38.923668,24.793295,43.548824,31.184561,53.121876,42.908886,25.960361,22.387072,45.947235,35.97554,43.024227,49.287251,37.978699,15.643352,54.918728,23.73851,58.931519,53.59634,41.897728,51.118874,43.869911,71.5159,36.60952,33.906357,20.773415,9.189333,17.73666,47.774227
19.439222,42.219044,24.897133,24.298439,44.023144,35.419971,37.671955,42.937225,26.334547,45.922394,33.442032,57.866631,26.119398,30.411737,32.789768,35.420887,24.842155,22.148937,16.778711,34.211838,18.060993,5.91704,27.794874,7.153255,33.982384,37.874748,28.509995,18.047262,29.797026,22.678314,7.383701,42.56546,18.494787,25.139181,39.805683,29.057251,17.78438,59.759315,12.304697,28.308102,29.500851,35.641998,27.125042,12.004128,8.676134,13.202111,39.551426,18.75198,31.399614,31.621244,15.757381,48.854889,35.051613,32.305897,31.724874,15.720173,22.881104,7.565403,35.330269,19.050219,16.678171,23.336296,14.563109,34.677715,11.84643,26.252728,19.762125,10.809271,38.232334,38.462631,21.532209,16.363897,39.880375,25.358599,44.507107,31.339579,53.946846,42.41486,26.037455,23.326584,46.068138,36.903267,43.575974,49.843544,38.181782,15.817502,55.823322,23.800014,58.652065,54.446468,42.40239,51.258736,43.815414,72.371941,37.317619,34.73634,21.09837,9.173841,17.762993,48.701527
